entity,code,year,co2
Austria,AUT,2014,128
Belgium,BEL,2014,122
Denmark,DNK,2014,111
Finland,FIN,2014,127
France,FRA,2014,114
Germany,DEU,2014,131
Greece,GRC,2014,109
Ireland,IRL,2014,118
Italy,ITA,2014,118
Luxembourg,LUX,2014,129
Netherlands,NLD,2014,107
Norway,NOR,2014,109
Portugal,PRT,2014,109
Spain,ESP,2014,119
Sweden,SWE,2014,131
Switzerland,CHE,2014,141
Turkey,TUR,2014,120
United Kingdom,GBR,2014,124
