entity,code,year,co2
Austria,AUT,2009,152
Belgium,BEL,2009,142
Denmark,DNK,2009,143
Finland,FIN,2009,159
France,FRA,2009,134
Germany,DEU,2009,155
Greece,GRC,2009,158
Ireland,IRL,2009,145
Italy,ITA,2009,141
Luxembourg,LUX,2009,153
Netherlands,NLD,2009,148
Portugal,PRT,2009,134
Spain,ESP,2009,145
Sweden,SWE,2009,165
United Kingdom,GBR,2009,150
