entity,code,year,co2
Austria,AUT,2015,123
Belgium,BEL,2015,117
Denmark,DNK,2015,108
Finland,FIN,2015,125
France,FRA,2015,111
Germany,DEU,2015,128
Greece,GRC,2015,106
Ireland,IRL,2015,114
Italy,ITA,2015,116
Luxembourg,LUX,2015,127
Netherlands,NLD,2015,101
Norway,NOR,2015,99
Portugal,PRT,2015,105
Spain,ESP,2015,116
Sweden,SWE,2015,127
Switzerland,CHE,2015,134
Turkey,TUR,2015,118
United Kingdom,GBR,2015,121
