entity,code,year,co2
Austria,AUT,2017,119
Belgium,BEL,2017,115
Denmark,DNK,2017,109
Finland,FIN,2017,119
France,FRA,2017,110
Germany,DEU,2017,127
Greece,GRC,2017,108
Iceland,ISL,2017,118
Ireland,IRL,2017,111
Italy,ITA,2017,112
Luxembourg,LUX,2017,126
Netherlands,NLD,2017,109
Norway,NOR,2017,83
Portugal,PRT,2017,104
Spain,ESP,2017,11
Sweden,SWE,2017,122
Switzerland,CHE,2017,133
Turkey,TUR,2017,116
United Kingdom,GBR,2017,120
