entity,code,year,co2
Austria,AUT,2005,163
Belgium,BEL,2005,155
Denmark,DNK,2005,166
Finland,FIN,2005,180
France,FRA,2005,152
Germany,DEU,2005,172
Greece,GRC,2005,167
Ireland,IRL,2005,166
Italy,ITA,2005,150
Luxembourg,LUX,2005,167
Netherlands,NLD,2005,169
Portugal,PRT,2005,145
Spain,ESP,2005,156
Sweden,SWE,2005,194
United Kingdom,GBR,2005,169
