entity,code,year,co2
Austria,AUT,2004,162
Belgium,BEL,2004,156
Denmark,DNK,2004,170
Finland,FIN,2004,181
France,FRA,2004,154
Germany,DEU,2004,174
Greece,GRC,2004,169
Ireland,IRL,2004,168
Italy,ITA,2004,149
Luxembourg,LUX,2004,169
Netherlands,NLD,2004,172
Portugal,PRT,2004,147
Spain,ESP,2004,157
Sweden,SWE,2004,197
United Kingdom,GBR,2004,172
