entity,code,year,co2
Austria,AUT,2018,120
Belgium,BEL,2018,119
Denmark,DNK,2018,110
Finland,FIN,2018,117
France,FRA,2018,111
Germany,DEU,2018,127
Greece,GRC,2018,111
Ireland,IRL,2018,112
Italy,ITA,2018,114
Luxembourg,LUX,2018,130
Netherlands,NLD,2018,106
Norway,NOR,2018,73
Portugal,PRT,2018,104
Spain,ESP,2018,118
Sweden,SWE,2018,121
Switzerland,CHE,2018,136
Turkey,TUR,2018,119
United Kingdom,GBR,2018,126
