entity,code,year,co2
Austria,AUT,2016,119
Belgium,BEL,2016,115
Denmark,DNK,2016,109
Finland,FIN,2016,122
France,FRA,2016,110
Germany,DEU,2016,125
Greece,GRC,2016,106
Iceland,ISL,2016,124
Ireland,IRL,2016,112
Italy,ITA,2016,113
Luxembourg,LUX,2016,125
Netherlands,NLD,2016,108
Norway,NOR,2016,93
Portugal,PRT,2016,104
Spain,ESP,2016,114
Sweden,SWE,2016,123
Switzerland,CHE,2016,132
Turkey,TUR,2016,115
United Kingdom,GBR,2016,119
